Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,Season,Prev_Season,Market_Value_Home,Market_Value_Away,Strength_Rank_Based_Home,Pythagorean_Exp_Home,Avg_Goals_Scored_Home,Home_Dependency_Home,Strength_Rank_Based_Away,Pythagorean_Exp_Away,Avg_Goals_Scored_Away,Home_Dependency_Away,Target,Log_Market_Value_Home,Log_Market_Value_Away
F1,20/05/12,00:00,Toulouse,Ajaccio,0.0,2.0,A,0.0,2.0,A,8.0,6.0,4.0,2.0,4.0,4.0,18.0,13.0,2.0,1.0,0.0,0.0,11-12,10-11,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,20/05/12,00:00,Valenciennes,Caen,3.0,1.0,H,1.0,0.0,H,16.0,8.0,8.0,2.0,4.0,5.0,11.0,19.0,1.0,3.0,0.0,0.0,11-12,10-11,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,10/08/12,00:00,Montpellier,Toulouse,1.0,1.0,D,1.0,0.0,H,9.0,12.0,2.0,3.0,2.0,5.0,18.0,25.0,1.0,1.0,1.0,2.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,11/08/12,00:00,Evian Thonon Gaillard,Bordeaux,2.0,3.0,A,1.0,2.0,A,9.0,12.0,3.0,9.0,5.0,6.0,11.0,11.0,3.0,3.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,11/08/12,00:00,Nancy,Brest,1.0,0.0,H,0.0,0.0,D,11.0,2.0,5.0,1.0,11.0,3.0,23.0,22.0,1.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,11/08/12,00:00,Nice,Ajaccio,0.0,1.0,A,0.0,1.0,A,8.0,3.0,2.0,2.0,7.0,2.0,15.0,18.0,2.0,4.0,0.0,1.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,11/08/12,00:00,Paris SG,Lorient,2.0,2.0,D,0.0,2.0,A,20.0,12.0,9.0,6.0,9.0,2.0,11.0,12.0,1.0,1.0,0.0,1.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,11/08/12,00:00,Rennes,Lyon,0.0,1.0,A,0.0,1.0,A,6.0,9.0,1.0,2.0,4.0,2.0,9.0,16.0,0.0,5.0,1.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,11/08/12,00:00,Sochaux,Bastia,2.0,3.0,A,1.0,0.0,H,10.0,10.0,5.0,7.0,4.0,5.0,13.0,24.0,1.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,11/08/12,00:00,St Etienne,Lille,1.0,2.0,A,0.0,0.0,D,9.0,10.0,4.0,4.0,3.0,1.0,23.0,12.0,2.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,11/08/12,00:00,Troyes,Valenciennes,0.0,1.0,A,0.0,1.0,A,12.0,5.0,3.0,1.0,5.0,2.0,9.0,8.0,2.0,0.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,12/08/12,00:00,Reims,Marseille,0.0,1.0,A,0.0,0.0,D,14.0,17.0,4.0,8.0,10.0,7.0,13.0,8.0,2.0,1.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,17/08/12,00:00,Lille,Nancy,1.0,1.0,D,1.0,1.0,D,12.0,5.0,4.0,1.0,0.0,2.0,18.0,18.0,2.0,2.0,0.0,1.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,18/08/12,00:00,Bastia,Reims,2.0,1.0,H,0.0,1.0,A,9.0,3.0,3.0,2.0,7.0,2.0,13.0,14.0,2.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,18/08/12,00:00,Brest,Evian Thonon Gaillard,1.0,0.0,H,0.0,0.0,D,15.0,8.0,4.0,3.0,10.0,8.0,12.0,15.0,2.0,3.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,18/08/12,00:00,Lorient,Montpellier,2.0,1.0,H,0.0,1.0,A,12.0,6.0,3.0,4.0,4.0,4.0,8.0,17.0,1.0,3.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,18/08/12,00:00,Lyon,Troyes,4.0,1.0,H,0.0,0.0,D,24.0,6.0,10.0,2.0,10.0,3.0,16.0,12.0,2.0,0.0,0.0,1.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,18/08/12,00:00,Toulouse,St Etienne,2.0,1.0,H,1.0,0.0,H,9.0,11.0,7.0,5.0,4.0,4.0,14.0,12.0,3.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,18/08/12,00:00,Valenciennes,Nice,0.0,0.0,D,0.0,0.0,D,8.0,11.0,6.0,4.0,8.0,6.0,10.0,16.0,1.0,3.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,19/08/12,00:00,Ajaccio,Paris SG,0.0,0.0,D,0.0,0.0,D,10.0,7.0,2.0,3.0,7.0,4.0,7.0,9.0,3.0,2.0,0.0,1.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,19/08/12,00:00,Bordeaux,Rennes,1.0,0.0,H,0.0,0.0,D,10.0,11.0,4.0,3.0,8.0,5.0,11.0,13.0,1.0,1.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,19/08/12,00:00,Marseille,Sochaux,2.0,0.0,H,0.0,0.0,D,23.0,5.0,6.0,2.0,9.0,1.0,16.0,15.0,0.0,0.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,24/08/12,00:00,Evian Thonon Gaillard,Lyon,1.0,1.0,D,0.0,0.0,D,18.0,10.0,3.0,2.0,6.0,5.0,14.0,16.0,2.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,25/08/12,00:00,Nancy,Toulouse,0.0,1.0,A,0.0,1.0,A,9.0,10.0,3.0,5.0,4.0,7.0,18.0,19.0,1.0,3.0,1.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,25/08/12,00:00,Nice,Lille,2.0,2.0,D,1.0,1.0,D,11.0,10.0,7.0,5.0,4.0,7.0,19.0,15.0,1.0,0.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,25/08/12,00:00,Reims,Sochaux,1.0,0.0,H,0.0,0.0,D,9.0,9.0,2.0,1.0,0.0,2.0,20.0,15.0,0.0,2.0,0.0,1.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,25/08/12,00:00,Rennes,Bastia,3.0,2.0,H,2.0,1.0,H,13.0,9.0,7.0,6.0,5.0,2.0,17.0,19.0,1.0,4.0,0.0,1.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,25/08/12,00:00,Troyes,Lorient,2.0,2.0,D,1.0,1.0,D,5.0,14.0,2.0,4.0,3.0,7.0,13.0,8.0,2.0,1.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,25/08/12,00:00,Valenciennes,Ajaccio,3.0,0.0,H,1.0,0.0,H,12.0,9.0,3.0,2.0,1.0,7.0,22.0,16.0,1.0,4.0,0.0,1.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,26/08/12,00:00,Montpellier,Marseille,0.0,1.0,A,0.0,0.0,D,8.0,13.0,1.0,5.0,4.0,4.0,17.0,15.0,2.0,3.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,26/08/12,00:00,Paris SG,Bordeaux,0.0,0.0,D,0.0,0.0,D,13.0,10.0,4.0,2.0,7.0,2.0,11.0,8.0,1.0,1.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,26/08/12,00:00,St Etienne,Brest,4.0,0.0,H,2.0,0.0,H,9.0,4.0,6.0,0.0,6.0,4.0,13.0,15.0,0.0,1.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,01/09/12,00:00,Ajaccio,Evian Thonon Gaillard,2.0,0.0,H,2.0,0.0,H,16.0,14.0,6.0,3.0,7.0,7.0,20.0,15.0,2.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,01/09/12,00:00,Bastia,St Etienne,0.0,3.0,A,0.0,2.0,A,20.0,13.0,3.0,6.0,10.0,4.0,13.0,15.0,4.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,01/09/12,00:00,Brest,Troyes,2.0,1.0,H,1.0,0.0,H,13.0,8.0,3.0,6.0,7.0,5.0,10.0,15.0,0.0,4.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,01/09/12,00:00,Lorient,Nancy,3.0,0.0,H,2.0,0.0,H,13.0,10.0,5.0,4.0,7.0,8.0,10.0,16.0,0.0,1.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,01/09/12,00:00,Lyon,Valenciennes,3.0,2.0,H,2.0,1.0,H,12.0,10.0,6.0,3.0,4.0,8.0,16.0,17.0,1.0,1.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,01/09/12,00:00,Sochaux,Montpellier,1.0,3.0,A,0.0,1.0,A,11.0,9.0,2.0,3.0,4.0,5.0,18.0,15.0,2.0,3.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,01/09/12,00:00,Toulouse,Reims,1.0,1.0,D,0.0,0.0,D,19.0,10.0,7.0,4.0,7.0,4.0,10.0,16.0,1.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,02/09/12,00:00,Bordeaux,Nice,1.0,1.0,D,0.0,0.0,D,17.0,9.0,5.0,5.0,4.0,6.0,20.0,21.0,0.0,3.0,1.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,02/09/12,00:00,Lille,Paris SG,1.0,2.0,A,1.0,2.0,A,9.0,7.0,4.0,3.0,3.0,3.0,17.0,21.0,1.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,02/09/12,00:00,Marseille,Rennes,3.0,1.0,H,1.0,0.0,H,19.0,6.0,7.0,1.0,7.0,2.0,14.0,15.0,2.0,1.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,14/09/12,00:00,Paris SG,Toulouse,2.0,0.0,H,1.0,0.0,H,11.0,11.0,6.0,2.0,4.0,8.0,13.0,11.0,3.0,1.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,14/09/12,00:00,Reims,Montpellier,3.0,1.0,H,1.0,0.0,H,11.0,19.0,5.0,9.0,3.0,6.0,16.0,11.0,1.0,1.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,15/09/12,00:00,Evian Thonon Gaillard,Bastia,3.0,0.0,H,1.0,0.0,H,13.0,12.0,3.0,2.0,3.0,5.0,12.0,13.0,3.0,3.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,15/09/12,00:00,Nice,Brest,4.0,2.0,H,0.0,0.0,D,13.0,12.0,6.0,4.0,8.0,2.0,13.0,20.0,1.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,15/09/12,00:00,St Etienne,Sochaux,0.0,1.0,A,0.0,0.0,D,13.0,8.0,8.0,1.0,6.0,6.0,8.0,10.0,2.0,3.0,1.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,15/09/12,00:00,Troyes,Lille,1.0,1.0,D,0.0,1.0,A,11.0,15.0,2.0,5.0,2.0,7.0,12.0,16.0,1.0,1.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,15/09/12,00:00,Valenciennes,Bordeaux,0.0,0.0,D,0.0,0.0,D,12.0,12.0,3.0,2.0,8.0,4.0,15.0,15.0,0.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,16/09/12,00:00,Lyon,Ajaccio,2.0,0.0,H,1.0,0.0,H,15.0,7.0,9.0,1.0,4.0,6.0,7.0,11.0,1.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,16/09/12,00:00,Nancy,Marseille,0.0,1.0,A,0.0,0.0,D,12.0,15.0,1.0,6.0,3.0,6.0,11.0,12.0,2.0,0.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,16/09/12,00:00,Rennes,Lorient,1.0,2.0,A,0.0,2.0,A,16.0,10.0,5.0,6.0,7.0,5.0,13.0,16.0,1.0,1.0,1.0,2.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,21/09/12,00:00,Montpellier,St Etienne,1.0,1.0,D,0.0,1.0,A,13.0,14.0,3.0,3.0,5.0,11.0,15.0,14.0,0.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,22/09/12,00:00,Bastia,Paris SG,0.0,4.0,A,0.0,2.0,A,10.0,9.0,4.0,4.0,8.0,1.0,17.0,17.0,3.0,4.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,22/09/12,00:00,Brest,Valenciennes,2.0,1.0,H,0.0,1.0,A,15.0,17.0,6.0,3.0,3.0,3.0,15.0,17.0,2.0,2.0,0.0,1.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,22/09/12,00:00,Lorient,Nice,1.0,1.0,D,0.0,1.0,A,15.0,7.0,4.0,4.0,12.0,2.0,12.0,14.0,3.0,2.0,1.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,22/09/12,00:00,Reims,Nancy,2.0,0.0,H,1.0,0.0,H,6.0,19.0,3.0,8.0,7.0,8.0,17.0,13.0,2.0,1.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,22/09/12,00:00,Sochaux,Troyes,3.0,1.0,H,1.0,1.0,D,17.0,7.0,9.0,5.0,2.0,3.0,7.0,17.0,1.0,1.0,0.0,1.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,22/09/12,00:00,Toulouse,Rennes,2.0,2.0,D,1.0,1.0,D,9.0,9.0,2.0,6.0,10.0,6.0,11.0,17.0,1.0,1.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,23/09/12,00:00,Bordeaux,Ajaccio,2.0,2.0,D,0.0,0.0,D,13.0,10.0,7.0,3.0,2.0,7.0,10.0,11.0,3.0,1.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,23/09/12,00:00,Lille,Lyon,1.0,1.0,D,1.0,0.0,H,9.0,7.0,3.0,3.0,7.0,3.0,18.0,15.0,2.0,0.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,23/09/12,00:00,Marseille,Evian Thonon Gaillard,1.0,0.0,H,1.0,0.0,H,8.0,7.0,3.0,2.0,5.0,6.0,9.0,22.0,1.0,1.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,28/09/12,00:00,Rennes,Lille,2.0,0.0,H,0.0,0.0,D,9.0,9.0,4.0,2.0,3.0,5.0,17.0,14.0,1.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,29/09/12,00:00,Ajaccio,Brest,1.0,0.0,H,0.0,0.0,D,12.0,11.0,5.0,1.0,7.0,2.0,14.0,16.0,1.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,29/09/12,00:00,Evian Thonon Gaillard,Lorient,1.0,1.0,D,1.0,0.0,H,13.0,11.0,7.0,3.0,5.0,9.0,22.0,10.0,5.0,1.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,29/09/12,00:00,Nancy,Montpellier,0.0,2.0,A,0.0,0.0,D,10.0,12.0,3.0,4.0,6.0,3.0,15.0,12.0,1.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,29/09/12,00:00,Nice,Bastia,2.0,2.0,D,1.0,1.0,D,12.0,8.0,2.0,2.0,2.0,4.0,19.0,14.0,5.0,3.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,29/09/12,00:00,Paris SG,Sochaux,2.0,0.0,H,2.0,0.0,H,9.0,11.0,4.0,3.0,0.0,6.0,7.0,9.0,1.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,29/09/12,00:00,Troyes,Toulouse,0.0,2.0,A,0.0,0.0,D,8.0,16.0,1.0,7.0,7.0,6.0,17.0,12.0,1.0,0.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,30/09/12,00:00,Lyon,Bordeaux,0.0,2.0,A,0.0,0.0,D,23.0,5.0,6.0,4.0,11.0,2.0,15.0,16.0,1.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,30/09/12,00:00,St Etienne,Reims,0.0,0.0,D,0.0,0.0,D,19.0,3.0,5.0,1.0,8.0,2.0,13.0,15.0,0.0,3.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,30/09/12,00:00,Valenciennes,Marseille,4.0,1.0,H,3.0,0.0,H,15.0,11.0,6.0,3.0,3.0,6.0,12.0,13.0,1.0,3.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,05/10/12,00:00,St Etienne,Nancy,4.0,0.0,H,4.0,0.0,H,23.0,11.0,10.0,4.0,7.0,7.0,12.0,12.0,1.0,0.0,0.0,1.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,06/10/12,00:00,Bastia,Troyes,3.0,2.0,H,2.0,1.0,H,23.0,11.0,6.0,4.0,6.0,2.0,12.0,15.0,2.0,0.0,0.0,2.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,06/10/12,00:00,Lille,Ajaccio,2.0,0.0,H,1.0,0.0,H,15.0,10.0,4.0,2.0,3.0,2.0,18.0,14.0,2.0,1.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,06/10/12,00:00,Montpellier,Evian Thonon Gaillard,2.0,3.0,A,2.0,1.0,H,13.0,4.0,8.0,3.0,6.0,0.0,16.0,23.0,4.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,06/10/12,00:00,Reims,Nice,3.0,1.0,H,1.0,0.0,H,5.0,12.0,4.0,3.0,2.0,5.0,12.0,12.0,1.0,3.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,06/10/12,00:00,Sochaux,Rennes,0.0,1.0,A,0.0,1.0,A,11.0,9.0,3.0,2.0,8.0,4.0,16.0,14.0,2.0,3.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,06/10/12,00:00,Toulouse,Valenciennes,2.0,2.0,D,0.0,2.0,A,19.0,8.0,7.0,3.0,16.0,1.0,18.0,14.0,2.0,3.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,07/10/12,00:00,Brest,Bordeaux,1.0,1.0,D,1.0,0.0,H,12.0,17.0,2.0,6.0,1.0,3.0,15.0,12.0,2.0,3.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,07/10/12,00:00,Lorient,Lyon,1.0,1.0,D,0.0,1.0,A,14.0,12.0,6.0,3.0,8.0,11.0,15.0,17.0,1.0,1.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,07/10/12,00:00,Marseille,Paris SG,2.0,2.0,D,2.0,2.0,D,12.0,8.0,4.0,3.0,1.0,4.0,11.0,16.0,1.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,19/10/12,00:00,Bordeaux,Lille,1.0,1.0,D,1.0,0.0,H,13.0,12.0,5.0,6.0,3.0,4.0,15.0,18.0,2.0,2.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,20/10/12,00:00,Evian Thonon Gaillard,Toulouse,0.0,4.0,A,0.0,2.0,A,16.0,8.0,7.0,5.0,8.0,0.0,18.0,21.0,1.0,3.0,0.0,0.0,12-13,11-12,10.0,10.0,0.05,0.3,0.8,0.5,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
